longitude,latitude,primary_unitid,zone,dispatch_date_to_onscene_date_mins
-69.936833,18.469183,A-0107,S-A1,9.9
-69.825417,18.527033,B-0155,S-B3,13.3
-70.331617,18.290467,CRD-1701,S-BAN,21.7
-70.063567,18.650467,B-0134,S-A2,8.8
-69.8446,18.5037,B-0139,S-B1,16
-69.862223,18.474445,B-0119,S-B1,8.3
-69.01925,18.46545,CRD-1205,S-VHE,3.2
-69.8072,18.5306,A-0116,S-B3,
-69.940583,18.53275,B-0144,S-B2,7.4
-69.013867,18.46095,CRD-1205,S-VHE,15.4
-69.925,18.445933,B-0103,S-A1,6.9
-69.849333,18.482083,B-0119,S-B1,8.7
-70.03057721,18.81466839,CRD-2904,S-PER,36.4
-69.972317,18.461567,B-0105,S-A3,9.5
-69.982417,18.567217,B-0151,S-B2,39.1
-69.810383,18.473,B-0155,S-B3,20.9
-69.916217,18.527033,A-0111,S-B2,17
-69.924067,18.527467,B-0152,S-B2,10.4
-70.034383,18.506683,B-0117,S-A2,21.1
-69.996567,18.47725,A-0110,S-A3,10
-69.0051,18.4391,CRD-1202,S-VHE,
-70.076267,18.560417,B-0128,S-A2,19
-69.984333,18.47905,B-0106,S-A3,9.7
-69.932033,18.542283,B-0145,S-B2,12.8
-69.123983,18.4562,CRD-2304,S-RSA,9.7
-69.9159,18.564483,B-0148,S-B2,20.3
-69.941017,18.5342,B-0150,S-B2,28.2
-69.8895,18.496533,B-0115,S-A1,2.2
-69.884817,18.475667,B-0102,S-A1,15.2
-69.954,18.4528,B-0127,S-A3,20.5
-70.0348,18.48045,B-0129,S-A2,16.2
-69.919317,18.570617,A-0111,S-B2,5.8
-69.8391,18.4791,B-0137,S-B1,
-69.7593,18.4814,CRD-0161,S-B3,13.8
-69.973633,18.471217,B-0105,S-A3,15
-69.690556,18.471945,A-0117,S-B3,15.5
-69.8064,18.4728,B-0154,S-B3,
-69.96735,18.430717,B-0104,S-A3,35
-69.88405,18.487967,B-0121,S-A1,28.6
-69.842433,18.531867,A-0114,S-B3,23.2
-69.9673,18.4885,A-0109,S-A3,21.5
-70.060633,18.504817,A-0110,S-A2,20.2
-69.737167,18.462667,A-0115,S-B3,6.5
-69.928633,18.479083,B-0102,S-A1,12.5
-69.86975,18.47215,B-0137,S-B1,17
-69.98115,18.44935,B-0104,S-A3,28.1
-69.76155,18.4828,A-0115,S-B3,33.2
-68.675278,18.430834,A-1109,S-SRY,13.8
-69.815917,18.540683,B-0156,S-B3,13
-70.026433,18.45035,CRD-2111,S-BH,19.8
-70.0087,18.4842,,S-A2,
-69.84255,18.515033,B-0140,S-B1,12
-70.045817,18.549283,A-0105,S-A2,13.5
-69.82035,18.47245,B-0153,S-B3,14.5
-69.4338,18.44365,CRD-2302,S-GUA,25.6
-69.892267,18.473217,B-0108,S-A1,17.4
-69.8926,18.5661,B-0151,S-B2,
-68.833483,18.442233,CRD-1106,S-SRY,40.4
-69.87722,18.485277,B-0107,S-A1,
-69.897183,18.7374,CRD-2901,S-MPL,22.3
-69.821567,18.534817,A-0114,S-B3,7.2
-69.87395,18.5133,B-0141,S-B1,13
-68.54985,18.75355,B-1104,S-HIG,5.9
-69.881183,18.494133,B-0121,S-A1,13.1
-68.969445,18.422223,A-1201,S-LRO,29.6
-69.029167,18.455067,A-1202,S-VHE,6.3
-68.972233,18.436133,CRD-1202,S-LRO,7.3
-70.0093,18.4841,CRD-0116,S-A2,17.9
-69.900783,18.523967,A-0111,S-B2,23.3
-68.65685,18.648983,A-1103,S-HIG,11.7
-69.78401076,18.80654554,CRD-2901,S-MPL,21.1
-69.923133,18.530683,A-0113,S-B2,15.7
-69.9266,18.4753,A-0101,S-A1,
-69.9027,18.5047,CRD-0132,S-A1,
-70.454167,18.240083,CRD-1705,S-MAT,19.2
-70.22405,18.27525,CRD-1708,S-NIZ,10.1
-68.738083,18.617483,CRD-1102,S-HIG,13.4
-69.790533,18.4689,B-0154,S-B3,18.5
-69.909083,18.47915,CRD-2103,S-A1,5.9
-69.39065,18.43095,A-2302,S-GUA,0
-69.89875,18.510183,B-0109,S-A1,9.4
-70.336267,18.29005,CRD-1701,S-BAN,12.2
-69.879,18.500667,CRD-0132,S-A1,9.9
-69.992283,18.4417,B-0114,S-A3,4
-69.992317,18.49065,A-0110,S-A3,14.5
-69.789017,18.466483,B-0154,S-B3,11.4
-68.7052,18.5788,B-1101,S-HIG,5.9
-69.929267,18.475683,B-0103,S-A1,9.4
-70.0393,18.4148,A-2103,S-BH,5.5
-70.042417,18.518583,B-0125,S-A2,8.6
-69.96155,18.500233,B-0111,S-A3,10.8
-69.884617,18.509083,B-0109,S-A1,15.5
-69.87125,18.4779,B-0137,S-B1,11.5
-69.893833,18.4886,B-0101,S-A1,11.4
-70.033083,18.609783,B-0134,S-A2,17.8
-69.99525,18.540033,B-0130,S-A2,9.6
-69.873433,18.479283,B-0137,S-B1,5.8
-69.9315,18.5861,A-0113,S-B2,14.8
-68.4197,18.5848,A-1107,S-HIG,
-69.543,18.4206,A-0117,S-B3,34.8
-69.94395,18.538267,B-0145,S-B2,28
-69.811617,18.489117,CRD-0162,S-B3,14.5
-69.8446,18.5037,,S-B1,
-69.9275,18.5328,B-0144,S-B2,43.4
-69.893267,18.504233,A-0103,S-A1,24
-69.989517,18.491717,CRD-0123,S-A3,3.7
-70.2217,18.275483,A-1704,S-NIZ,24.4
-69.921233,18.4675,A-0107,S-A1,27.1
-69.996,18.5119,,S-A2,
-69.9263,18.474283,A-0107,S-A1,6.8
-69.873433,18.505933,CRD-0160,S-B1,27.6
-69.304183,18.48275,CRD-2303,S-SPM,47.5
-70.02825,18.419617,CRD-2113,S-BH,9.8
-70.000167,18.53675,B-0130,S-A2,16
-69.667683,18.522283,A-0116,S-B2,11.1
-69.9552,18.4455,B-0127,S-A3,10.7
-69.993883,18.4709,CRD-0113,S-A3,7.2
-69.937775,18.50639,,S-B2,
-69.8648,18.5083,U-0146,S-B1,4.2
-69.8064,18.4728,B-0153,S-B3,16.3
-69.9283,18.4617,A-0107,S-A1,
-70.06865,18.461233,B-2110,S-SC,13
-69.9839,18.455167,B-0129,S-A3,11.8
-69.3137,18.463383,CRD-2301,S-SPM,11.3
-69.299033,18.4498,A-2301,S-SPM,26.2
-70.0784,18.55825,B-0128,S-A2,10.7
-69.8707,18.5433,B-0150,S-B2,
-69.828583,18.491517,B-0112,S-B1,12.4
-69.8829,18.512633,B-0141,S-B1,14.1
-70.3331,18.2915,,S-BAN,
-69.9412,18.476,A-0101,S-A1,0.6
-69.937367,18.561,B-0145,S-B2,7.6
-69.79675,18.4783,B-0153,S-B3,24.4
-69.90389,18.543888,B-0144,S-B2,11.7
-69.838633,18.505817,B-0139,S-B1,24.6
-69.87585,18.48045,B-0137,S-B1,6.3
-70.010367,18.521467,B-0126,S-A2,36.4
-69.939717,18.437,B-0127,S-A3,10.5
-69.946,18.468433,B-0124,S-A3,15.8
-70.1105,18.4155,CRD-2117,S-SC,29.2
-70.119317,18.411617,CRD-2105,S-SC,19.3
-69.690183,18.458133,B-0159,S-B2,21.3
-69.990567,18.471267,CRD-0113,S-A3,17.5
-69.859267,18.53645,B-0143,S-B2,39.7
-70.032933,18.441083,B-2110,S-BH,13.7
-69.86505,18.512217,A-0108,S-B1,17.8
-69.994117,18.489283,CRD-0123,S-A3,4.2
-70.336467,18.286383,CRD-1701,S-BAN,20.8
-69.817833,18.510667,B-0155,S-B3,17
-70.038067,18.418383,CRD-2113,S-BH,16.4
-69.892501,18.550834,A-0113,S-B2,14.2
-69.9698,18.5993,B-0151,S-B2,19.1
-68.4214849,18.60350183,A-1106,S-HIG,11.2
-69.891883,18.500383,B-0115,S-A1,10.1
-69.450767,18.422233,A-2302,S-GUA,15
-69.826867,18.496333,CRD-0160,S-B1,43.4
-69.683889,18.454167,B-0159,S-B3,5.8
-69.979083,18.4689,B-0124,S-A3,8.3
-69.8406,18.473,U-0137,S-B1,12.7
-69.9335,18.577317,B-0145,S-B2,41.5
-69.922133,18.501933,B-0133,S-A1,9.6
-70.0728,18.543567,B-0125,S-A2,12.5
,,A-2104,S-BAN,17.9
-69.93145,18.528983,A-0111,S-B2,5.3
-70.114,18.4071,CRD-2105,S-SC,14.3
-69.841633,18.478067,A-0106,S-B1,21.6
-70.015617,18.536933,B-0126,S-A2,9.9
-69.92935,18.536933,B-0152,S-B2,22.3
-69.927283,18.500483,B-0133,S-A1,8.6
-69.817467,18.470383,B-0112,S-B3,8.4
-68.968983,18.441333,A-1202,S-LRO,13.5
-69.849783,18.495417,B-0142,S-B1,21.7
-70.0433,18.546233,B-0128,S-A2,8.8
-70.363783,18.257183,CRD-1704,S-BAN,18.4
-70.0384,18.5195,,S-A2,
-70.1101,18.415517,A-2102,S-SC,8.2
-69.829267,18.4806,A-0106,S-B1,23.9
-69.8752,18.4804,B-0137,S-B1,
-70.024033,18.452617,B-2110,S-BH,27.9
-69.8758,18.4806,B-0137,S-B1,27.7
-70.0833,18.45655,A-2101,S-SC,9.4
-70.0947,18.5186,CRD-2107,S-SC,10.7
-69.843383,18.499967,B-0139,S-B1,7.7
-69.6837,18.4715,,S-B3,
-69.6837,18.4715,,S-B1,
-69.88155,18.510267,B-0119,S-B1,8
-70.0676,18.4204,A-2101,S-SC,
-69.6097,18.4508,,S-B2,
-68.717183,18.619567,A-1108,S-HIG,9
-69.9795,18.506333,B-0122,S-A3,23.4
-68.96383692,18.42246632,A-1201,S-LRO,26.3
-69.841617,18.478,B-0112,S-B1,0
-69.7948,18.5489,,S-B3,
-69.909767,18.515783,B-0151,S-B2,14.9
-70.268467,18.3157,CRD-1708,S-BAN,25.2
-70.1036,18.5719,B-0128,S-A2,
-69.885183,18.500617,B-0115,S-A1,9.9
-70.0185,18.5315,A-0104,S-A2,4.5
-69.984683,18.452033,B-0105,S-A3,8.8
-69.965533,18.433867,B-0104,S-A3,10.9
-69.887583,18.497133,CRD-0132,S-A1,7
-70.0176,18.524833,B-0117,S-A2,4
-69.8406,18.512833,B-0140,S-B1,26.2
-70.009683,18.48445,,S-A3,
-69.859167,18.540533,B-0150,S-B2,19.2
-70.1157,18.4279,CRD-2103,S-SC,3.9
-69.9207,18.5473,B-0145,S-B2,36.8
-68.4214849,18.60350183,A-1106,S-HIG,10
-69.8387,18.4988,B-0139,S-B1,16.1
-69.904667,18.47395,B-0102,S-A1,0.3
-69.871667,18.51,A-0101,S-A1,23
-69.9221,18.5267,A-0113,S-B2,
-69.790133,18.49855,CRD-0162,S-B3,10.4
-69.952133,18.5015,A-0109,S-A3,9.1
-69.6837,18.4715,,S-B2,
-70.033367,18.5176,B-0126,S-A2,23.3
-69.9439,18.4807,CRD-0113,S-A3,
-69.95361,18.484722,U-0120,S-A3,18.5
-69.897433,18.492133,A-0103,S-A1,5.8
-70.0248,18.41735,CRD-2111,S-BH,21.2
-69.876167,18.482217,B-0138,S-B1,13.7
-69.992833,18.503083,A-0109,S-A3,34.1
-70.0309,18.4846,,S-A3,
-70.0238,18.766217,CRD-2904,S-YAM,27.2
-69.929967,18.577583,B-0144,S-B2,25.5
-69.888333,18.484117,B-0115,S-A1,20.5
-69.8859,18.4723,B-0102,S-A1,19.8
-69.961617,18.475683,B-0106,S-A3,15.1
-69.6097,18.4508,B-0153,S-B3,28.5
-70.038033,18.47715,B-0136,S-A2,22.3
-69.001733,18.434783,CRD-1201,S-VHE,17.6
-69.8911,18.4765,B-0108,S-A1,17.7
-69.996,18.5119,U-0126,S-A2,16.2
-69.871083,18.501217,A-0108,S-B1,13.5
-70.1605,18.6275,CRD-2117,S-VAL,19.4
-69.9132,18.5238,B-0144,S-B2,
-69.307833,18.462083,CRD-2303,S-SPM,6.7
-69.872567,18.5376,B-0148,S-B2,27.5
-69.937883,18.446233,B-0105,S-A3,26
-69.908933,18.54235,B-0115,S-B2,13.8
-69.985783,18.4373,B-0104,S-A3,8.2
-69.0051,18.4391,CRD-1201,S-VHE,17
-69.8511,18.549917,B-0141,S-B2,25.3
-68.716283,18.592,A-1102,S-HIG,8.9
-69.9288,18.4721,A-0107,S-A1,6.5
-69.031817,18.450967,CRD-1205,S-VHE,20.4
-68.99755,18.5756,CRD-1206,S-GTE,5.4
-68.4186,18.5495,CRD-1102,S-HIG,0
-69.908483,18.500817,CRD-0132,S-A1,19.8
-69.94285,18.486983,B-0124,S-A3,12.7
-69.9449,18.6234,A-0111,S-B2,15.9
-69.926633,18.539683,B-0152,S-B2,13.8
-70.369933,18.343367,CRD-1701,S-BAN,24.4
-69.8446,18.5037,,S-B3,
-70.0506,18.5429,B-0126,S-A2,33.2
-69.89275,18.475283,B-0108,S-A1,11.4
-69.965278,18.436389,B-0127,S-A3,7.4
-69.6308,18.4458,,S-B2,
-69.828217,18.5071,CRD-0160,S-B1,20.3
-69.966117,18.443733,B-0129,S-A3,19.6
-69.3057,18.445,A-2301,S-SPM,6.1
-70.04375,18.431567,A-2103,S-BH,16.7
-69.813083,18.523033,A-0114,S-B3,12.8
-69.867067,18.495767,CRD-0160,S-B1,0
-69.889,18.5701,B-0150,S-B2,
-69.864117,18.534883,B-0145,S-B2,7.5
-69.858833,18.4819,B-0119,S-B1,34.3
-69.9093,18.4989,B-0107,S-A1,18.6
-69.817517,18.4987,B-0112,S-B3,26.6
-69.978467,18.489983,B-0129,S-A3,7.9
-69.821133,18.505683,B-0153,S-B3,26
-70.02975,18.775333,A-2901,S-YAM,14
-70.5916,19.2804,CRD-A-1302,S-LVE,3.5
-70.021417,18.528533,A-0105,S-A2,3.1
-69.912983,18.542283,A-0113,S-B2,32.8
-70.009833,18.484983,CRD-0123,S-A2,11.3
-69.9283,18.538,,S-B2,
-70.338683,18.293767,CRD-1701,S-BAN,7.5
-69.9509,18.434,B-0127,S-A3,18.7
-69.885267,18.550567,A-0113,S-B2,34
-69.891283,18.497383,B-0109,S-A1,16.7
-69.823,18.4797,U-0166,S-B3,
-69.2081,18.4571,CRD-2304,S-SPM,
-70.085433,18.425883,A-2101,S-SC,7.1
-69.992767,18.42485,B-0106,S-A3,57.5
-69.9283,18.538,B-0152,S-B2,14.7
-69.9619,18.510217,B-0122,S-A3,0
-70.343933,18.29235,A-1701,S-BAN,44.3
-69.315767,18.477033,CRD-2303,S-SPM,8.7
-69.843017,18.50585,B-0112,S-B1,16
-69.886467,18.521217,B-0141,S-B1,8.4
-70.089817,18.449733,A-2102,S-SC,43.7
-68.9641,18.4289,CRD-1202,S-LRO,25.5
-69.9094,18.5595,,S-B2,
-70.40940628,18.31868067,CRD-1707,S-MAT,17.1
-69.84065,18.528117,CRD-0162,S-B3,19.1
-69.9067,18.5496,A-0113,S-B2,
-69.6308,18.4458,U-0171,S-B3,13
-69.878033,18.513817,B-0142,S-B1,0
-69.869917,18.473983,A-0106,S-B1,27.6
-69.9236,18.489,B-0107,S-A1,16.6
-69.435683,18.442617,CRD-2302,S-GUA,21.9
-69.9692,18.4464,,S-A3,
-69.93875,18.5024,B-0122,S-A3,38.7
-69.7478,18.4974,B-0153,S-B3,
-70.0318,18.4675,,S-A2,
-69.996033,18.540417,A-0104,S-A2,6.7
-69.921383,18.493133,B-0131,S-A2,16
-69.97407945,18.4437068,B-0127,S-A3,6.5
-69.9284,18.532733,B-0152,S-B2,12
-69.683889,18.454167,,S-B2,
-69.891967,18.50305,B-0109,S-A1,18.7
-68.8362,18.3669,,S-BAY,
-70.0309,18.4846,,S-A2,
-69.991717,18.444683,B-0136,S-A3,10.6
-69.9014,18.4823,B-0108,S-A1,4.1
-69.878733,18.494133,B-0121,S-A1,15.3
-69.884217,18.49675,B-0109,S-A1,36.4
-70.2099,18.2752,CRD-1708,S-NIZ,22.1
-69.806883,18.517783,A-0114,S-B3,20.2
-70.0071,18.4812,CRD-0123,S-A3,
-69.891883,18.476467,B-0101,S-A1,14.5
-70.0309,18.4846,,S-A2,
-69.84035,18.53755,A-0114,S-B3,24
-70.004583,18.494617,CRD-0113,S-A2,5.7
-69.884317,18.493817,B-0108,S-A1,23.8
-70.030083,18.426183,B-2110,S-BH,20.7
-68.9693,18.443583,CRD-1202,S-LRO,24.5
-69.8993,18.544917,B-0150,S-B2,10.4
-69.99585,18.431283,B-0120,S-A3,8.1
-69.9115,18.5076,B-0107,S-A1,
-70.0071,18.4812,CRD-0116,S-A3,
-69.968533,18.526217,B-0111,S-A3,16
-70.3253,18.2895,CRD-1702,S-BAN,16
-69.84085,18.473933,B-0119,S-B1,10.8
-69.8945,18.5052,B-0101,S-A1,
-69.893,18.7338,B-2905,S-MPL,34
-70.346133,18.292617,CRD-1701,S-BAN,28.8
-69.921383,18.493133,B-0131,S-A2,18.3
-70.0061,18.48995,CRD-0116,S-A3,17.3
-68.978033,18.407367,CRD-1204,S-LRO,22.5
-69.893533,18.510283,B-0108,S-A1,11.5
-69.904333,18.508333,CRD-0132,S-A1,39.6
-69.73722,18.469166,A-0115,S-B3,
-69.981683,18.47825,CRD-0123,S-A3,13.5
-69.837833,18.511133,B-0141,S-B1,24.6
-70.0522,18.548333,B-0128,S-A2,15.3
-69.888417,18.570933,A-0113,S-B2,15.9
-68.3678,18.5326,A-1107,S-HIG,
-69.869733,18.527383,B-0143,S-B2,20.2
-70.152017,18.54005,CRD-2116,S-VAL,8.7
-69.936945,18.459445,B-0124,S-A3,13.5
-69.9921,18.5368,B-0131,S-A2,
-70.00725,18.4281,B-0136,S-A3,14.2
-69.983133,18.454067,CRD-0113,S-A3,29.9
-70.011217,18.478133,CRD-0113,S-A3,11.6
-69.974667,18.4763,A-0110,S-A3,36
-70.0525,18.4949,,S-A2,
-69.868167,18.5481,B-0148,S-B2,12.1
-69.307133,18.456983,CRD-2303,S-SPM,26.1
-69.855167,18.488733,CRD-0160,S-B1,15
-70.061617,18.649533,B-0134,S-A2,0
-69.921383,18.493133,B-0131,S-A1,22.9
-69.829417,18.5154,B-0139,S-B3,16.6
-68.4197,18.5848,A-1106,S-HIG,29.8
-69.9283,18.538,B-0145,S-B2,
-70.32875,18.2783,CRD-1702,S-BAN,32.8
-70.335767,18.2859,CRD-1701,S-BAN,12.6
-69.9982,18.5197,B-0126,S-A2,
-70.0757,18.5582,B-0128,S-A2,21.7
-69.641133,18.43715,B-0158,S-B2,20.5
-69.982033,18.5223,A-0109,S-A3,26.8
-69.9115,18.5076,,S-A1,
-69.872883,18.5471,B-0146,S-B2,3.2
-70.1888,18.3378,A-2104,S-YAG,21
-69.996,18.5119,A-0104,S-A2,
-70.0994,18.4181,A-2101,S-SC,
-68.8362,18.3669,A-1101,S-B1,
-70.005167,18.508717,A-0109,S-A2,33
-69.950033,18.559333,B-0151,S-B2,5.1
-69.79525,18.489633,CRD-0162,S-B3,57.7
-69.88005,18.503333,A-0103,S-A1,12.4
-69.8662,18.5046,B-0138,S-B1,
-69.7946,18.5038,A-0116,S-B3,9
-69.9909,18.4277,B-0114,S-A3,
-69.743183,18.463567,CRD-0162,S-B3,8.5
-69.839483,18.482483,A-0106,S-B1,11.1
-69.8941,18.4767,B-0121,S-A1,28.7
-69.9084,18.4886,A-0101,S-A1,5.2
-68.372067,18.555267,A-1107,S-HIG,17.6
-69.929133,18.4839,B-0115,S-A1,19.9
-68.98655,18.443883,A-1202,S-LRO,22.5
-69.8831,18.517833,B-0141,S-B1,7.6
-69.961783,18.4451,B-0129,S-A3,23.2
-70.03405,18.527133,B-0117,S-A2,8.3
-70.0087,18.4842,,S-A2,
-69.834517,18.536033,A-0114,S-B3,18.7
-69.928533,18.495283,B-0102,S-A1,9.7
-69.862983,18.5122,A-0108,S-B1,16.3
-69.8138,18.4717,B-0156,S-B3,13.4
-69.877833,18.502483,CRD-0132,S-A1,9.2
-69.395,18.428517,A-2302,S-GUA,7.3
-70.01095,18.525417,A-0104,S-A2,31
-69.697633,18.462317,,S-B2,
-69.913283,18.504617,B-0121,S-A1,11.6
-69.001817,18.4401,CRD-1206,S-VHE,10.7
-69.911417,18.52785,A-0113,S-B2,9.7
-69.88995,18.4791,B-0102,S-A1,17.8
-69.854683,18.474,B-0138,S-B1,9.6
-69.866317,18.514833,B-0138,S-B1,17.7
-68.7128,18.7607,B-1103,S-HIG,3.9
-69.87335,18.483,A-0106,S-B1,17.9
-69.879217,18.514633,B-0141,S-B1,44.4
-69.898,18.49345,B-0115,S-A1,5.6
-69.925917,18.57645,B-0150,S-B2,4.3
-69.92615,18.474,B-0102,S-A1,12.9
-69.779317,18.491567,B-0156,S-B3,15.2
-69.947167,18.485267,B-0106,S-A3,11
-68.457517,18.6811,B-1104,S-HIG,10.3
-70.01765,18.535933,B-0117,S-A2,8.8
-69.8847,18.4846,B-0106,S-A1,
-69.90875,18.479,CRD-0161,S-A1,25.7
-69.8679,18.6939,B-0146,S-B2,34.1
-69.82305,18.51765,A-0114,S-B3,27.3
-69.8858,18.518,B-0140,S-B1,
-69.9573,18.4591,B-0124,S-A3,16.4
-69.993583,18.546033,B-0126,S-A2,0
-69.886533,18.508933,B-0121,S-A1,11.8
-69.893,18.5166,B-0139,S-B1,
-69.9579,18.441017,B-0104,S-A3,24.9
-68.6855,18.8424,A-1104,S-HIG,17.9
-69.8616,18.54035,B-0143,S-B2,10.6
-70.1056,18.4215,A-2102,S-SC,29.1
-69.902833,18.5556,B-0152,S-B2,19
-70.016917,18.538133,B-0126,S-A2,16.2
-69.921383,18.493133,B-0131,S-A1,3.6
-70.1425,18.4064,CRD-2107,S-SC,4.3
-70.050317,18.523483,B-0126,S-A2,16.5
-69.938683,18.544483,B-0144,S-B2,27
-69.93529867,18.57704331,B-0145,S-B2,
-69.949633,18.465283,B-0124,S-A3,16.3
-69.6308,18.4458,,S-B3,
-69.823,18.5309,,S-B3,
-70.29756926,18.26008817,CRD-1703,S-BAN,20.2
-70.02104295,18.53884666,B-0126,S-A2,20.5
-69.95855,18.445533,B-0120,S-A3,9.2
-70.2267,18.29185,CRD-1708,S-NIZ,8.2
-69.9062,18.54785,B-0143,S-B2,26.8
-69.017133,18.458583,CRD-1205,S-VHE,33.1
-69.966233,18.454167,B-0124,S-A3,16.8
-69.841283,18.5001,B-0139,S-B1,8.4
-69.988283,18.4682,CRD-0113,S-A3,33.4
-69.9393,18.5066,B-0122,S-A3,24
-70.039,18.5578,B-0128,S-A2,14.3
-70.047167,18.534383,B-0126,S-A2,12.7
-69.823,18.4797,CRD-0162,S-B3,
-69.934617,18.542017,B-0148,S-B2,9.9
-69.9283,18.538,B-0143,S-B2,
-68.9676,18.4139,A-1201,S-LRO,8.7
-68.5464,18.7671,B-1103,S-HIG,35.1
-69.855767,18.548217,A-0113,S-B2,27.6
-68.7167,18.6078,B-1101,S-HIG,22.2
-68.45525,18.593083,A-1107,S-HIG,11.5
-69.915167,18.51175,A-0111,S-B2,45
-69.892717,18.5017,B-0108,S-A1,30.1
-69.87222,18.4825,B-0138,S-B1,
-69.672933,18.450117,B-0158,S-B2,10.2
-69.9877,18.5174,A-0109,S-A3,
-69.2622,18.4629,CRD-2301,S-SPM,8.6
-69.9297,18.538283,A-0111,S-B2,33.8
-68.4214849,18.60350183,A-1106,S-HIG,17.3
-68.4044,18.613,B-1104,S-HIG,8.9
-68.6955,18.4381,A-1109,S-SRY,25.4
-69.946633,18.480467,A-0117,S-A3,9.9
-69.888517,18.49905,B-0115,S-A1,23.3
-69.9906,18.4453,B-0114,S-A3,
-70.058033,18.54675,B-0128,S-A2,5
-69.835983,18.474067,B-0140,S-B1,15.9
-70.01028,18.510277,A-0109,S-A3,
-69.988267,18.464867,B-0114,S-A3,34.2
-69.89775,18.546767,B-0146,S-B2,32.5
-70.010867,18.483433,B-0105,S-A2,8.6
-68.9979,18.43355,CRD-1201,S-VHE,19.3
-69.93145,18.473267,A-0107,S-A1,45.5
-69.8236,18.5399,A-0117,S-B3,10.4
-69.0028,18.4436,CRD-1205,S-VHE,16.7
-69.90815,18.503067,A-0103,S-A1,15.6
-68.98365,18.4238,CRD-1203,S-LRO,24.2
-69.976717,18.462917,A-0110,S-A3,11.1
-70.048667,18.540967,B-0128,S-A2,18.1
-70.3077,18.26215,CRD-1703,S-BAN,14.5
-70.0644,18.5446,B-0128,S-A2,10.7
-69.987883,18.515133,A-0109,S-A3,25.2
-69.858983,18.541867,B-0152,S-B2,37
-68.9767,18.423067,CRD-1203,S-LRO,8.9
-69.939833,18.538583,A-0113,S-B2,13
-70.1105,18.4155,CRD-2103,S-SC,21.6
-69.79205723,18.54329372,B-0156,S-B3,12.9
-69.929167,18.496233,B-0108,S-A1,10.2
-70.08315,18.424483,A-2101,S-SC,5.2
-69.933056,18.541667,U-0148,S-B2,22.1
-69.9651,18.497433,B-0111,S-A3,29.2
-70.03825,18.48155,A-0110,S-A2,25.8
-69.8856,18.5084,CRD-0132,S-A1,
-69.8831,18.5108,CRD-0160,S-B1,
-69.952933,18.457167,B-0120,S-A3,18.2
-70.32475,18.294583,CRD-1701,S-BAN,18.1
-69.90875,18.479,CRD-0161,S-A1,10.9
-69.8941,18.4767,A-0107,S-A1,
-70.0832,18.4227,A-2101,S-SC,6
-69.888167,18.485967,B-0101,S-A1,13.5
-69.9076,18.497433,B-0115,S-A1,16.1
-69.9508,18.469267,B-0124,S-A3,29.3
-70.023667,18.76625,A-2901,S-YAM,5
-69.889983,18.5077,B-0109,S-A1,16.9
-69.917067,18.523467,A-0111,S-B2,15.2
-69.850033,18.547483,B-0143,S-B2,13.7
-69.7644,18.5294,B-0155,S-B3,
-70.049967,18.48085,CRD-0116,S-A2,22.7
-69.636483,18.458167,B-0158,S-B2,33.3
-69.991633,18.44505,B-0136,S-A3,19.4
-68.82,18.510278,CRD-1106,S-HIG,
-69.984233,18.537133,B-0128,S-A3,19.3
-70.0023,18.519933,B-0111,S-A2,33.9
-69.8078,18.5199,CRD-0161,S-B3,10.9
-69.91575,18.5646,B-0150,S-B2,5.3
-69.8064,18.4728,CRD-0162,S-B3,8.7
-70.01935,18.525267,A-0104,S-A2,18.2
-69.704967,18.456317,CRD-0162,S-B2,23.7
-69.9093,18.4989,A-0103,S-A1,34.5
-69.887983,18.4782,B-0121,S-A1,50
-69.945283,18.48335,B-0106,S-A3,11.7
-70.0994,18.4181,CRD-2105,S-SC,10.3
-69.955933,18.465767,B-0124,S-A3,5.9
-68.4197,18.5848,A-1106,S-HIG,4.1
-69.995917,18.48185,B-0105,S-A3,11.5
-69.011667,18.451433,CRD-1201,S-VHE,7.2
-69.966367,18.49655,B-0111,S-A3,24.8
-68.7195,18.6173,,S-HIG,
-69.792033,18.479833,B-0112,S-B3,27.1
-69.888033,18.47715,B-0101,S-A1,7.5
-69.848983,18.485517,B-0156,S-B1,13.2
-69.0051,18.4391,CRD-1203,S-VHE,
-70.000817,18.5266,B-0126,S-A2,15.8
-69.985233,18.4668,B-0105,S-A3,27.3
-69.842617,18.515133,B-0112,S-B1,10.3
-69.910633,18.53145,A-0111,S-B2,8.2
-69.810367,18.494283,A-0116,S-B3,17.6
-70.033083,18.479783,A-0110,S-A2,17.1
-69.23695,18.45775,CRD-2304,S-SPM,23.4
-70.0568,18.6496,B-0134,S-A2,
-69.29835,18.446667,CRD-2302,S-SPM,55.1
-70.000383,18.489033,CRD-0113,S-A2,8.7
-69.861783,18.508083,B-0141,S-B1,13
-69.884267,18.500133,A-0103,S-A1,15.9
-70.116133,18.415583,A-2102,S-SC,40.7
-69.999483,18.471883,B-0105,S-A3,16.6
-69.995133,18.438667,B-0105,S-A3,11.4
-69.89975,18.50765,B-0109,S-A1,20.4
-69.92765,18.577467,B-0151,S-B2,53
-69.8622,18.5169,A-0108,S-B1,11.4
-70.0575,18.471112,,S-BH,
-68.4532,18.6122,A-1106,S-HIG,6.5
-69.8174,18.5432,B-0155,S-B3,
-69.967167,18.4839,B-0111,S-A3,8.8
-69.811417,18.47165,B-0119,S-B3,6.9
