longitude,latitude,primary_unitid,zone,dispatch_date_to_onscene_date_mins
-69.92715,18.542067,B-0147,S-B2,
-68.98408203,18.42898214,CRD-1203,S-LRO,
-69.89408981,18.47673785,B-0121,S-A1,
-69.940317,18.543033,B-0149,S-B2,
-69.985917,18.50215,A-0109,S-A3,
-70.207967,18.248267,CRD-1708,S-NIZ,
-69.804017,18.522683,A-0114,S-B3,
-69.814533,18.498883,B-0137,S-B3,
-69.8856,18.5084,B-0102,S-A1,
-69.9496,18.4624,B-0127,S-A3,
-69.945067,18.501267,B-0122,S-A3,
-69.780583,18.533283,B-0156,S-B3,
-69.862967,18.50875,B-0142,S-B1,
-68.990067,18.437183,CRD-1203,S-LRO,
-69.991433,18.481417,A-0110,S-A3,
-69.984217,18.4549,B-0114,S-A3,
-70.002483,18.486283,A-0109,S-A2,
-69.960933,18.486467,CRD-0123,S-A3,
-70.119233,18.533783,B-0128,S-A2,
-69.93245,18.5047,B-0110,S-A3,
-68.7103,18.6143,A-1102,S-HIG,
-69.9779,18.7776,B-2905,S-YAM,
-69.796433,18.472167,A-0116,S-B3,
-69.939767,18.469633,B-0102,S-A1,
-69.916683,18.583533,B-0151,S-B2,
-69.8941,18.4767,A-0101,S-A1,
-69.788017,18.470183,B-0153,S-B3,
-69.7948,18.5489,CRD-0161,S-B3,
-69.904167,18.495867,A-0107,S-A1,
-69.8595,18.486267,B-0138,S-B1,
-70.040383,18.544083,B-0117,S-A2,
-69.8446,18.5037,,S-B1,
-69.6836,18.4563,B-0159,S-B3,
-68.7338,18.6078,CRD-1102,S-HIG,
-69.9236,18.489,A-0101,S-A1,
-69.88795,18.515517,CRD-0160,S-B1,
-69.987483,18.51635,A-0109,S-A3,
-69.697,18.4701,B-0159,S-B3,
-69.7664,18.480167,CRD-0162,S-B3,
-69.94225753,18.43768561,B-0127,S-A3,
-70.1036,18.5719,,S-A2,
-69.8646,18.5151,CRD-0160,S-B1,
-70.0481,18.45825,CRD-2111,S-BH,
-70.03861,18.4825,CRD-0113,S-A3,
-69.8922,18.4913,A-0103,S-A1,
-69.860683,18.47445,B-0137,S-B1,
-69.915733,18.49405,CRD-0132,S-A1,
-70.292933,18.3143,A-1702,S-BAN,
-69.865333,18.510283,CRD-0160,S-B1,
-69.890583,18.49625,B-0121,S-A1,
-70.014717,18.481317,CRD-0113,S-A3,
-70.000917,18.539867,A-0104,S-A2,
-69.8635,18.4815,B-0138,S-B1,
-68.983889,18.425556,CRD-1203,S-LRO,
-69.8799,18.4947,B-0101,S-A1,
-68.7059,18.631783,CRD-1102,S-HIG,
-69.949033,18.467517,B-0120,S-A3,
-69.897817,18.536133,A-0113,S-B2,
-69.62975,18.450217,B-0158,S-B2,
-70.0607,18.4814,,S-A3,
-70.06095,18.483883,CRD-0116,S-A2,
-69.672467,18.4564,B-0155,S-B2,
-69.7583,18.5757,A-0116,S-B3,
-70.06135,18.479583,CRD-0116,S-A2,
-69.9357,18.4731,A-0107,S-A1,
-69.895467,18.488817,A-0103,S-A1,
-70.0258,18.422917,CRD-2113,S-BH,
-70.1695,18.3572,CRD-2107,S-YAG,
-69.97605,18.555533,A-0112,S-B2,
-69.433233,18.4447,A-2302,S-GUA,
-69.848133,18.468667,B-0112,S-B1,
-70.016317,18.553583,B-0126,S-A2,
-69.92635,18.504033,B-0110,S-A1,
-69.869017,18.5002,B-0138,S-B1,
-68.967283,18.645333,CRD-1206,S-GTE,
-69.311112,18.460834,CRD-2303,S-SPM,
-70.312183,18.301833,A-1702,S-BAN,
-70.158683,18.563533,CRD-2116,S-VAL,
-69.772583,18.465283,CRD-0162,S-B3,
-69.869567,18.50455,B-0141,S-B1,
-69.825083,18.525783,A-0114,S-B3,
-69.8892,18.4809,A-0103,S-A1,
-69.869083,18.483383,B-0138,S-B1,
-68.4044,18.613,B-1104,S-HIG,
-69.975133,18.4641,B-0105,S-A3,
-69.83635,18.482683,B-0112,S-B1,
-69.938967,18.46995,B-0124,S-A1,
-69.95335,18.47655,B-0120,S-A3,
-68.717067,18.596067,B-1101,S-HIG,
-70.014483,18.4552,B-2110,S-BH,
-69.9749,18.4746,B-0105,S-A3,
-69.9162,18.5532,A-0112,S-B2,
-70.106467,18.568533,B-0126,S-A2,
-69.894783,18.4851,B-0101,S-A1,
-69.8359,18.5937,B-0147,S-B2,
-69.926667,18.499067,B-0110,S-A1,
-69.684117,18.564917,A-0116,S-B2,
-69.980483,18.47555,B-0129,S-A3,
-69.801867,18.546067,B-0155,S-B3,
-69.85685,18.5058,B-0142,S-B1,
-69.8077,18.465483,B-0112,S-B3,
-70.3338611,18.28668068,CRD-1701,S-BAN,
-70.01,18.436,B-2110,S-BH,
-69.8836,18.4868,B-0121,S-A1,
-69.893233,18.4951,B-0115,S-A1,
-69.847733,18.512617,B-0139,S-B1,
-69.990383,18.453483,B-0105,S-A3,
-69.929617,18.53575,B-0152,S-B2,
-69.86095,18.55465,A-0111,S-B2,
-69.907767,18.506533,CRD-0132,S-A1,
-68.9943,18.43645,A-1202,S-LRO,
-70.00405,18.471117,B-0136,S-A3,
-70.076167,18.415717,CRD-2105,S-SC,
-69.735917,18.558283,A-0116,S-B2,
-70.007883,18.479067,CRD-0116,S-A3,
-69.60960286,18.45567091,A-0117,S-B3,
-69.858717,18.469483,B-0119,S-B1,
-69.902217,18.502133,B-0109,S-A1,
-70.041883,18.528117,B-0117,S-A2,
-69.8268,18.5234,A-0114,S-B3,
-69.811283,18.477333,B-0153,S-B3,
-69.905033,18.565067,B-0151,S-B2,
-68.703733,18.603233,A-1102,S-HIG,
-69.88485,18.567017,B-0150,S-B2,
-69.997833,18.734217,A-2901,S-YAM,
-70.0309,18.4846,CRD-0116,S-A3,
-69.813889,18.509445,CRD-0161,S-B3,
-69.88615,18.4811,B-0101,S-A1,
-70.0443,18.5149,B-0125,S-A2,
-70.076783,18.558067,A-0105,S-A2,
-69.895483,18.477233,A-0107,S-A1,
-70.166417,18.65195,CRD-2118,S-VAL,
-68.7145,18.614733,A-1102,S-HIG,
-69.859417,18.509517,A-0108,S-B1,
-69.861133,18.496183,B-0142,S-B1,
-70.05195,18.494917,CRD-0116,S-A2,
-69.297133,18.469117,CRD-2303,S-SPM,
-69.6378,18.44095,A-0115,S-B2,
-69.932967,18.54015,B-0149,S-B2,
-69.847667,18.499683,B-0142,S-B1,
-69.7891,18.804883,A-2902,S-MPL,
-70.0329,18.4412,CRD-2111,S-BH,
-69.0039,18.4044,,S-LRO,
-69.953133,18.4748,B-0106,S-A3,
-69.6836,18.4563,A-0117,S-B3,
-70.377433,18.34675,CRD-1709,S-BAN,
-69.7948,18.5489,B-0154,S-B3,
-69.995,18.4306,B-0104,S-A3,
-69.950183,18.504183,B-0122,S-A3,
-69.7948,18.5489,,S-B3,
-69.9541,18.5647,A-0112,S-B2,
-69.882817,18.498117,CRD-0132,S-A1,
-69.897917,18.511517,B-0109,S-A1,
-69.6097,18.4508,,S-B2,
-69.643,18.4609,,S-B2,
-68.4044,18.613,A-1106,S-HIG,
-70.011983,18.442833,B-2110,S-BH,
-69.82715,18.482783,A-0106,S-B1,
-69.924233,18.500067,B-0103,S-A1,
-69.7948,18.5489,B-0142,S-B3,
-69.92475,18.542767,B-0152,S-B2,
-69.809367,18.531833,A-0114,S-B3,
-69.923267,18.5823,B-0151,S-B2,
-69.6308,18.4458,A-0117,S-B3,
-69.86305,18.509967,CRD-0160,S-B1,
-69.8847,18.49605,B-0109,S-A1,
-70.032283,18.536717,A-0105,S-A2,
-69.8856,18.5084,B-0121,S-A1,
-69.8732,18.496,B-0140,S-B1,
-70.1906,18.6267,CRD-2117,S-VAL,
-69.894117,18.467183,B-0101,S-A1,
-69.88675,18.495167,CRD-0132,S-A1,
-70.032433,18.532233,A-0104,S-A2,
-69.9954,18.4426,B-0129,S-A3,
-70.074883,18.559183,B-0126,S-A2,
-69.869723,18.526667,,S-B2,
-69.8535,18.553117,B-0146,S-B2,
-70.03725,18.42015,CRD-2111,S-BH,
-70.02525,18.5003,A-0105,S-A2,
-69.972617,18.44595,B-0120,S-A3,
-69.8305,18.5123,B-0140,S-B3,
-69.8408,18.536367,A-0114,S-B3,
-69.8854,18.507117,B-0121,S-A1,
-69.92855,18.491667,B-0110,S-A1,
-69.043533,18.4419,CRD-1205,S-VHE,
-69.8995,18.5606,A-0113,S-B2,
-69.8859,18.4723,,S-A1,
-69.9268,18.475417,A-0107,S-A1,
-69.794233,18.543683,B-0156,S-B3,
-69.2819,18.471,CRD-2303,S-SPM,
-68.6068,18.379583,B-1105,S-SRY,
-69.930533,18.45715,B-0103,S-A1,
-69.952223,18.511945,B-0122,S-A3,
-69.82225,18.496583,B-0139,S-B3,
-68.4214849,18.60350183,A-1106,S-HIG,
-69.865333,18.526217,B-0143,S-B2,
-69.8435,18.5358,B-0155,S-B3,
-69.9749,18.4746,CRD-0123,S-A3,
-69.9247,18.4489,B-0103,S-A1,
-69.8902,18.4817,B-0110,S-A1,
-69.866917,18.536867,B-0144,S-B2,
-69.8446,18.5037,B-0142,S-B1,
-69.891,18.48285,B-0121,S-A1,
-69.893567,18.47955,B-0107,S-A1,
-68.716583,18.62715,CRD-1102,S-HIG,
-70.029217,18.483183,CRD-0116,S-A2,
-70.3394,18.274933,CRD-1702,S-BAN,
-69.4226,18.4336,CRD-2306,S-GUA,
-70.042383,18.464333,B-2110,S-BH,
-69.997933,18.5301,A-0109,S-A2,
-69.94666,18.546667,,S-A2,
-69.90795,18.49835,B-0110,S-A1,
-69.9418,18.4799,A-0101,S-A1,
-68.7056,18.611,A-1102,S-HIG,
-70.025383,18.43205,B-2110,S-BH,
-69.934617,18.473417,B-0124,S-A1,
-69.908883,18.478833,CRD-0161,S-A1,
-69.8625,18.482778,B-0138,S-B1,
-69.9416,18.538683,B-0152,S-B2,
-69.8462,18.4837,B-0138,S-B1,
-69.889723,18.479167,B-0107,S-A1,
-69.918056,18.504167,U-0133,S-A1,
-69.97385,18.480583,A-0110,S-A3,
-70.026665,18.509167,B-0131,S-A2,
-69.78335,18.806633,CRD-2903,S-MPL,
-70.09035,18.433717,CRD-2113,S-SC,
-69.927778,18.459723,,S-A1,
-69.98955,18.52195,A-0109,S-A3,
-69.852633,18.506833,B-0139,S-B1,
-69.895001,18.480556,A-0103,S-A1,
-69.9281,18.5013,CRD-0132,S-A1,
-69.82865,18.5123,B-0112,S-B3,
-69.924667,18.540067,B-0152,S-B2,
-69.308783,18.4511,A-2301,S-SPM,
-69.87115,18.48435,B-0138,S-B1,
-70.078367,18.364633,CRD-2114,S-SGN,
-69.30745,18.450517,CRD-2301,S-SPM,
-70.047983,18.482017,CRD-0113,S-A2,
-70.026567,18.446317,B-2110,S-BH,
-70.34185,18.298083,CRD-1701,S-BAN,
-69.917033,18.57405,B-0147,S-B2,
-69.9746,18.476283,A-0110,S-A3,
-69.933983,18.507617,B-0122,S-A3,
-68.737367,18.602033,A-1102,S-HIG,
-70.337683,18.2803,A-1701,S-BAN,
-69.6836,18.4563,B-0159,S-B3,
-69.9607,18.472733,B-0106,S-A3,
-70.341383,18.2795,CRD-1704,S-BAN,
-68.70955,18.6252,A-1102,S-HIG,
-69.868467,18.483283,B-0137,S-B1,
-68.974867,18.436467,CRD-1202,S-LRO,
-69.909067,18.478917,CRD-2103,S-A1,
-69.891167,18.47645,B-0101,S-A1,
-69.921783,18.494733,B-0107,S-A1,
-69.808417,18.474583,CRD-0162,S-B3,
-69.8605,18.5192,A-0106,S-B1,
-70.00265,18.506433,CRD-0123,S-A2,
-69.99635,18.537967,B-0131,S-A2,
-69.883383,18.493317,B-0109,S-A1,
-70.054723,18.5225,A-0104,S-A2,
-69.991667,18.47865,B-0105,S-A3,
-68.4044,18.613,B-1104,S-HIG,
-69.8879,18.515517,B-0141,S-B1,
-69.90385,18.494883,B-0107,S-A1,
-69.297983,18.472217,A-2301,S-SPM,
-68.6275,18.5854,A-1102,S-HIG,
-70.027633,18.526017,A-0104,S-A2,
-70.1362,18.541583,CRD-2118,S-VAL,
-70.045517,18.420633,A-2103,S-BH,
-69.7954,18.468417,B-0153,S-B3,
-69.984517,18.427417,B-0136,S-A3,
-69.893433,18.539633,B-0144,S-B2,
-69.946767,18.480367,A-0102,S-A3,
-69.959633,18.561267,A-0112,S-B2,
-69.6836,18.4563,B-0159,S-B2,
-69.7983,18.5274,B-0154,S-B3,
-69.90355,18.495867,A-0103,S-A1,
-69.831133,18.50875,A-0106,S-B1,
-68.709733,18.6223,CRD-1102,S-HIG,
-69.9809,18.4273,,S-A3,
-69.874067,18.482633,B-0140,S-B1,
-69.9285,18.4968,A-0101,S-A1,
-69.862167,18.497483,B-0119,S-B1,
-69.912567,18.50185,A-0103,S-A1,
-69.96795,18.4754,B-0111,S-A3,
-69.87875,18.543833,B-0150,S-B2,
-69.870834,18.514723,CRD-1201,S-LRO,
-69.941083,18.46575,B-0124,S-A3,
-68.672517,18.639617,A-1103,S-HIG,
-69.0275,18.449445,CRD-1205,S-VHE,
-69.639683,18.755333,A-2902,S-BAY,
-68.998083,18.439367,CRD-1202,S-VHE,
-69.980283,18.481833,A-0110,S-A3,
-70.085967,18.42835,A-2101,S-SC,
-70.160717,18.56245,CRD-2116,S-VAL,
-69.887917,18.499633,CRD-0132,S-A1,
-69.888833,18.5005,A-0103,S-A1,
-69.296483,18.442317,A-2301,S-SPM,
-69.690183,18.458133,B-0159,S-B2,
-69.916633,18.50305,B-0110,S-A1,
-69.710883,18.507567,B-0154,S-B2,
-69.788733,18.46735,CRD-0162,S-B3,
-69.8803,18.4841,B-0137,S-B1,
-69.904317,18.506817,B-0133,S-A1,
-69.8486,18.5303,B-0140,S-B1,
-69.798334,18.48,A-0106,S-B3,
-69.906467,18.5318,A-0113,S-B2,
-69.830217,18.531333,A-0114,S-B3,
-69.9013,18.5497,B-0150,S-B2,
-69.811467,18.473467,A-0115,S-B3,
-69.907117,18.48865,B-0107,S-A1,
-69.993617,18.46405,CRD-0123,S-A3,
-69.975167,18.468567,A-0110,S-A3,
-69.910683,18.489567,B-0122,S-A1,
-69.8486,18.5303,B-0140,S-B1,
-69.892867,18.47665,B-0107,S-A1,
-70.334033,18.288133,CRD-1701,S-BAN,
-69.84025,18.527233,B-0142,S-B1,
-69.9089,18.4788,CRD-0161,S-A1,
-69.887017,18.483033,B-0102,S-A1,
-68.985033,18.431117,CRD-1207,S-LRO,
-69.975083,18.483133,B-0111,S-A3,
-70.012083,18.488383,CRD-0116,S-A2,
-69.305817,18.460517,A-2301,S-SPM,
-69.9222,18.4705,A-0101,S-A1,
-70.053612,18.496112,CRD-0116,S-A3,
-69.318617,18.460283,CRD-2303,S-SPM,
-69.6837,18.4715,,S-B2,
-69.86195,18.55015,B-0146,S-B2,
-69.813317,18.505817,B-0139,S-B3,
-68.9667,18.4431,,S-LRO,
-69.6247,18.452983,B-0154,S-B3,
-70.02145,18.559133,B-0126,S-A2,
-70.0241,18.5272,,S-A2,
-69.279617,18.546433,CRD-2306,S-CON,
-68.419783,18.600133,A-1107,S-HIG,
-69.981933,18.47245,B-0106,S-A3,
-69.940017,18.501867,B-0122,S-A3,
-69.8163,18.5052,CRD-0161,S-B3,
-69.89735,18.479,CRD-0132,S-A1,
-70.06255,18.399067,CRD-2114,S-SGN,
-69.8329,18.4777,B-0137,S-B1,
-69.909867,18.543633,B-0150,S-B2,
-69.941233,18.4581,B-0120,S-A3,
-69.936667,18.536867,B-0152,S-B2,
-69.921333,18.483017,A-0107,S-A1,
-69.5229,18.7605,,S-B3,
-69.9425,18.5287,B-0149,S-B2,
-69.690183,18.458133,B-0159,S-B2,
-69.9005,18.543733,A-0113,S-B2,
-69.842817,18.4717,B-0137,S-B1,
-69.627223,18.511945,,S-B2,
-70.0994,18.4181,A-2101,S-SC,
-69.896967,18.7427,B-2905,S-MPL,
-70.0388,18.5208,B-0125,S-A2,
-69.949633,18.44295,A-0102,S-A3,
-69.83615,18.5324,B-0154,S-B3,
-69.90925,18.5561,B-0150,S-B2,
-70.31335,18.2968,CRD-1701,S-BAN,
-69.826767,18.524617,B-0155,S-B3,
-69.916483,18.527467,B-0152,S-B2,
-70.009967,18.512433,B-0131,S-A2,
-69.921,18.4931,B-0125,S-A2,
-69.875683,18.5182,B-0141,S-B1,
-70.4691,18.357267,A-1703,S-BAN,
-68.9908,18.4296,CRD-1201,S-LRO,
-69.791733,18.5433,A-0114,S-B3,
-69.911533,18.497683,CRD-0132,S-A1,
-69.749723,18.471667,B-0119,S-B3,
-69.88605,18.47315,B-0101,S-A1,
-69.8299,18.4892,A-0117,S-B3,
-69.92365,18.543467,B-0145,S-B2,
-69.873633,18.509183,B-0142,S-B1,
-69.89625,18.4832,B-0107,S-A1,
-69.8612,18.50955,B-0142,S-B1,
-69.9472,18.46595,B-0120,S-A3,
-69.8064,18.4728,B-0140,S-B3,
-69.804,18.4896,B-0141,S-B3,
-69.9211548,18.48290307,A-0101,S-A1,
-69.9458,18.4519,B-0124,S-A3,
-69.817167,18.502583,CRD-0162,S-B3,
-69.855883,18.482717,A-0106,S-B1,
-68.9777,18.4195,CRD-1203,S-LRO,
-68.4044,18.613,B-1104,S-HIG,
-69.8378,18.508383,B-0139,S-B1,
-69.869,18.5419,A-0113,S-B2,
-69.828267,18.52365,A-0114,S-B3,
-69.8435,18.5358,B-0156,S-B3,
-69.921067,18.583533,B-0150,S-B2,
-69.83645,18.501467,B-0112,S-B1,
-70.0443,18.5149,B-0134,S-A2,
-69.826112,18.509445,B-0154,S-B3,
-69.9093,18.4989,CRD-0132,S-A1,
-70.033467,18.519517,B-0117,S-A2,
-70.0284,18.4195,CRD-2113,S-BH,
-69.90056,18.525833,B-0121,S-A1,
-69.989183,18.495283,A-0109,S-A3,
-68.4214849,18.60350183,A-1106,S-HIG,
-69.804033,18.479733,CRD-0162,S-B3,
-69.8837,18.4975,B-0101,S-A1,
-69.9283,18.538,B-0144,S-B2,
-70.032917,18.52065,B-0117,S-A2,
-68.706517,18.600317,B-1101,S-HIG,
-69.9093,18.4989,A-0101,S-A1,
-69.309317,18.4811,CRD-2303,S-SPM,
-69.953433,18.5586,A-0112,S-B2,
-69.00705,18.436617,CRD-1205,S-VHE,
-70.02715,18.521533,A-0104,S-A2,
-69.96505,18.448733,B-0129,S-A3,
-68.98873466,18.43071376,CRD-1201,S-LRO,
-69.931733,18.537467,B-0145,S-B2,
-69.84515,18.589467,B-0148,S-B2,
-69.853967,18.4745,A-0106,S-B1,
-69.868083,18.548467,B-0143,S-B2,
-70.1152,18.417,CRD-2107,S-SC,
-69.996983,18.436467,B-0136,S-A3,
-70.026017,18.523967,A-0104,S-A2,
-69.718612,18.483056,B-0159,S-B3,
-70.0052,18.47855,CRD-0113,S-A3,
-68.4186,18.5495,B-1104,S-HIG,
-69.827767,18.504433,B-0140,S-B1,
-69.7691,18.4897,B-0112,S-B3,
-69.93215,18.452367,B-0120,S-A3,
-69.985017,18.4889,CRD-0123,S-A3,
-69.916233,18.45925,B-0102,S-A1,
-69.8665,18.5133,CRD-0160,S-B1,
-69.969667,18.451583,B-0120,S-A3,
-69.697,18.4701,,S-B3,
-69.299867,18.554167,CRD-2306,S-CON,
-69.8995,18.5606,B-0147,S-B2,
-69.6321,18.4512,,S-B2,
-69.840033,18.532283,B-0140,S-B3,
-69.008056,18.456112,CRD-1205,S-VHE,
-69.98095,18.4737,B-0129,S-A3,
-69.697,18.4701,,S-B3,
-69.85125,18.491517,B-0139,S-B1,
-70.001817,18.7293,CRD-2903,S-YAM,
-70.08795,18.565067,B-0126,S-A2,
-69.6097,18.4508,,S-B2,
-69.304217,18.4604,A-2301,S-SPM,
-68.707833,18.622667,A-1102,S-HIG,
-70.099,18.51615,CRD-2116,S-SC,
-69.912778,18.498889,CRD-0132,S-A1,
-69.914617,18.492283,A-0103,S-A1,
-68.6593,18.8209,A-1104,S-HIG,
-69.8689,18.545433,B-0143,S-B2,
-69.80417,18.483612,B-0159,S-B3,
-70.137223,18.585556,,S-A2,
-70.1123,18.421833,A-2102,S-SC,
-69.8485,18.507333,B-0141,S-B1,
-69.8078,18.5199,CRD-0161,S-B3,
-70.216267,18.707067,A-2105,S-VAL,
-69.927017,18.484867,B-0121,S-A1,
-69.948567,18.506533,B-0122,S-A3,
-69.6069,18.4611,A-0117,S-B3,
-69.925067,18.497083,B-0110,S-A1,
-68.7142,18.633383,A-1103,S-HIG,
-69.906367,18.486333,A-0103,S-A1,
-69.886,18.545,A-0111,S-B2,
-69.85695,18.475633,CRD-0160,S-B1,
-69.6308,18.4458,,S-B2,
-69.9815,18.4744,B-0136,S-A3,
-69.89275,18.472717,A-0107,S-A1,
-69.913133,18.499933,B-0110,S-A1,
-70.042167,18.521817,B-0117,S-A2,
-68.8362,18.3669,,S-BAY,
-69.90825,18.478683,CRD-2113,S-A1,
-69.789167,18.540556,B-0154,S-B3,
-69.899283,18.551883,B-0150,S-B2,
-69.945033,18.45115,B-2110,S-A3,
-69.8657,18.5502,B-0146,S-B2,
-68.8325,18.35,CRD-1106,S-BAY,
-68.66735,18.652667,A-1103,S-HIG,
-69.978383,18.488183,B-0111,S-A3,
-69.9799,18.4952,A-0110,S-A3,
-69.0112,18.4449,CRD-1202,S-VHE,
-70.0091,18.4902,CRD-0113,S-A3,
-69.9357,18.4731,A-0107,S-A1,
-69.296683,18.443467,A-2301,S-SPM,
-69.836183,18.4962,B-0139,S-B1,
-69.009383,18.453567,A-1202,S-VHE,
-70.0309,18.4846,,S-A2,
-69.036083,18.443383,CRD-1204,S-VHE,
-69.9214,18.5276,B-0152,S-B2,
-70.112167,18.4677,A-2102,S-SC,
-70.039267,18.485667,CRD-0113,S-A2,
-69.881533,18.5049,B-0121,S-A1,
-69.9611,18.4972,B-0111,S-A3,
-70.04575,18.525333,A-0104,S-A2,
-69.9541,18.5647,B-0145,S-B2,
-69.924683,18.574133,B-0150,S-B2,
-69.987083,18.519017,B-0130,S-A3,
-69.9422,18.4374,B-0127,S-A3,
-70.026267,18.5301,B-0131,S-A2,
-69.97095,18.486433,CRD-0123,S-A3,
-69.952067,18.561833,B-0145,S-B2,
-69.98955,18.510767,A-0109,S-A3,
-70.052,18.549217,B-0117,S-A2,
-70.11315,18.431367,CRD-2105,S-SC,
-70.0546,18.5453,,S-A2,
-69.7998,18.473517,CRD-0162,S-B3,
-69.910683,18.502017,CRD-0132,S-A1,
-68.4044,18.613,A-1107,S-HIG,
-69.022317,18.450167,CRD-1203,S-VHE,
-69.909333,18.485367,B-0107,S-A1,
-68.573612,18.741945,A-1104,S-HIG,
-69.850633,18.494967,B-0139,S-B1,
-69.8446,18.5037,,S-B1,
-69.945683,18.488683,B-0111,S-A3,
-69.88274216,18.47755148,B-0121,S-A1,
-69.8163,18.5052,A-0114,S-B3,
-69.6836,18.4563,,S-B2,
-69.8758,18.4806,B-0138,S-B1,
-69.30385,18.4396,A-2301,S-SPM,
-69.8758,18.4806,B-0138,S-B1,
-69.86945,18.5478,B-0152,S-B2,
-69.88945,18.4965,B-0115,S-A1,
-70.010133,18.427483,B-0136,S-A3,
-69.8659,18.543867,A-0113,S-B2,
-69.8391,18.4791,B-0119,S-B1,
-70.061217,18.5152,CRD-2111,S-A2,
-69.9815,18.4744,,S-A3,
-69.30925,18.460283,A-2301,S-SPM,
-69.8646,18.5151,A-0108,S-B1,
-69.7,18.5631,A-0114,S-B2,
-69.283783,18.467617,CRD-2301,S-SPM,
-69.7653,18.4696,CRD-0162,S-B3,
-69.9027,18.5047,A-0103,S-A1,
-70.089117,18.420717,A-2101,S-SC,
-70.0309,18.4846,,S-A2,
-70.039483,18.5279,A-0105,S-A2,
-69.879417,18.5315,B-0146,S-B2,
-69.865133,18.515267,A-0108,S-B1,
-68.4044,18.613,A-1107,S-HIG,
-69.980233,18.450683,B-0136,S-A3,
-69.9675,18.7145,B-2905,S-YAM,
-70.069917,18.53855,B-0131,S-A2,
-69.865,18.4998,CRD-0160,S-B1,
-69.861767,18.476567,B-0137,S-B1,
-69.6836,18.4563,,S-B2,
-69.92345,18.452933,B-0101,S-A1,
-70.04485,18.431767,B-2110,S-BH,
-70.006633,18.515817,B-0130,S-A2,
-69.8673,18.559,B-0143,S-B2,
-69.9774,18.4721,CRD-0113,S-A3,
-68.4044,18.613,A-1107,S-HIG,
-69.929833,18.465617,A-0107,S-A1,
-70.108833,18.307783,CRD-2114,S-SGN,
-69.9313,18.472333,B-0107,S-A1,
-69.91029318,18.47885082,CRD-0161,S-A1,
-68.4197,18.5848,A-1106,S-HIG,
-69.886983,18.491433,B-0115,S-A1,
-70.00895,18.511117,B-0125,S-A2,
-69.6836,18.4563,B-0159,S-B3,
-69.87075,18.50795,CRD-0160,S-B1,
-69.76795,18.476683,B-0153,S-B3,
-69.9005,18.5548,B-0144,S-B2,
-69.0229,18.4455,A-1202,S-VHE,
-69.874983,18.48545,B-0138,S-B1,
-70.028933,18.4857,CRD-0116,S-A2,
-69.986733,18.457067,B-0129,S-A3,
-69.973383,18.485333,CRD-0123,S-A3,
-70.0065,18.5155,B-0131,S-A2,
-70.0324,18.5352,A-0104,S-A2,
-69.8859,18.4723,B-0101,S-A1,
-69.9976,18.4713,CRD-0113,S-A3,
-69.758067,18.4644,B-0112,S-B3,
-69.7948,18.5489,B-0156,S-B3,
-69.96635,18.486117,B-0111,S-A3,
-69.8948,18.478183,B-0101,S-A1,
-69.991883,18.536467,B-0131,S-A2,
-69.960133,18.502783,CRD-0123,S-A3,
-69.876383,18.499483,B-0109,S-A1,
-69.638,18.4554,,S-B2,
-69.9957,18.504567,CRD-0113,S-A3,
-69.891,18.492933,B-0109,S-A1,
-68.57095,18.746533,B-1103,S-HIG,
-69.89055,18.50825,CRD-0132,S-A1,
-70.01585,18.42925,CRD-2111,S-BH,
,,B-0129,S-A3,
-70.014723,18.524167,B-0131,S-A2,
-69.0192,18.453283,CRD-1202,S-VHE,
-70.0102,18.4423,B-2110,S-BH,
-70.025633,18.51815,B-0125,S-A2,
-69.87555,18.531683,B-0143,S-B2,
-70.03515,18.528617,B-0117,S-A2,
-69.906667,18.592583,A-0113,S-B2,
-69.9484,18.453917,B-0120,S-A3,
-69.888967,18.468233,B-0102,S-A1,
-69.913867,18.505683,A-0103,S-A1,
-69.9748,18.47645,A-0110,S-A3,
-69.9017,18.5715,A-0112,S-B2,
-68.7051,18.6037,B-1101,S-HIG,
-69.97045,18.435967,B-0104,S-A3,
-69.984417,18.5319,A-0104,S-A3,
-69.2855,18.4692,A-2301,S-SPM,
-69.9761,18.4713,CRD-0123,S-A3,
-69.9667,18.4485,B-0120,S-A3,
-70.16395,18.587367,CRD-2116,S-VAL,
-69.83555,18.502533,B-0140,S-B1,
-69.800817,18.666867,B-2902,S-MPL,
-70.01645,18.536183,B-0126,S-A2,
-69.963683,18.466117,B-0124,S-A3,
-68.4044,18.613,B-1104,S-HIG,
-69.846117,18.514183,B-0140,S-B1,
-69.9093,18.4989,A-0101,S-A1,
-69.9115,18.5076,B-0110,S-A1,
-69.9456,18.455317,B-0120,S-A3,
-70.0832,18.4227,CRD-2103,S-SC,
-70.120717,18.409717,CRD-2105,S-SC,
-69.7191,18.5489,,S-B2,
-70.0124,18.4224,CRD-2113,S-A3,
-69.961783,18.47115,B-0106,S-A3,
-70.0106,18.537233,B-0130,S-A2,
-69.880567,18.4853,B-0138,S-B1,
-69.915783,18.475183,B-0107,S-A1,
-69.86655,18.51535,A-0108,S-B1,
-68.4513,18.683067,B-1104,S-HIG,
-70.027667,18.525383,B-0117,S-A2,
-69.866417,18.530833,B-0146,S-B2,
-69.0112,18.4449,CRD-1201,S-VHE,
-70.01525,18.5196,B-0131,S-A2,
-70.150833,18.24975,CRD-2115,S-SGP,
-68.96383692,18.42246632,A-1201,S-LRO,
